"Locus","Genot","Obs.Het","Exp.Het","P.value","s.d","Steps.done","islandpop","p.value.adjusted"
220,21,0.2381,0.34495,0.19595,0.00037,1001000,"kamaka.txt",1
222,21,0.04762,0.04762,1,0,1001000,"kamaka.txt",1
224,21,0.09524,0.17654,0.14395,0.00036,1001000,"kamaka.txt",1
228,21,0.38095,0.37166,1,0,1001000,"kamaka.txt",1
232,21,0,0.09292,0.02429,0.00015,1001000,"kamaka.txt",1
233,21,0.04762,0.04762,1,0,1001000,"kamaka.txt",1
235,21,0.57143,0.41812,0.13081,0.00034,1001000,"kamaka.txt",1
238,21,0,0.09292,0.02397,0.00015,1001000,"kamaka.txt",1
241,21,0.04762,0.04762,1,0,1001000,"kamaka.txt",1
242,21,0,0.09292,0.02427,0.00015,1001000,"kamaka.txt",1
248,21,0.04762,0.13589,0.07341,0.00025,1001000,"kamaka.txt",1
249,21,0.42857,0.43786,1,0,1001000,"kamaka.txt",1
251,21,0.33333,0.34495,1,0,1001000,"kamaka.txt",1
253,21,0.09524,0.09292,1,0,1001000,"kamaka.txt",1
255,21,0.04762,0.04762,1,0,1001000,"kamaka.txt",1
258,20,0.05,0.05,1,0,1001000,"kamaka.txt",1
259,20,0.05,0.05,1,0,1001000,"kamaka.txt",1
263,20,0.25,0.35769,0.21389,0.00042,1001000,"kamaka.txt",1
267,21,0,0.09292,0.02475,0.00016,1001000,"kamaka.txt",1
269,21,0,0.09292,0.02458,0.00016,1001000,"kamaka.txt",1
270,21,0,0.09292,0.02493,0.00016,1001000,"kamaka.txt",1
274,21,0.19048,0.17654,1,0,1001000,"kamaka.txt",1
275,20,0.2,0.43077,0.0264,0.00016,1001000,"kamaka.txt",1
277,21,0.04762,0.13589,0.07295,0.00027,1001000,"kamaka.txt",1
278,21,0,0.09292,0.0241,0.00015,1001000,"kamaka.txt",1
281,21,0.04762,0.04762,1,0,1001000,"kamaka.txt",1
282,21,0,0.09292,0.02432,0.00016,1001000,"kamaka.txt",1
4,21,0,0.09292,0.02458,0.00015,1001000,"kayangel.txt",1
9,21,0.14286,0.21487,0.23347,0.00039,1001000,"kayangel.txt",1
10,19,0,0.39829,4e-05,1e-05,1001000,"kayangel.txt",0.1036
14,21,0.09524,0.45528,0.00048,2e-05,1001000,"kayangel.txt",1
16,21,0,0.41812,1e-05,0,1001000,"kayangel.txt",0.02613
18,19,0.05263,0.30868,0.00247,5e-05,1001000,"kayangel.txt",1
20,20,0.45,0.35769,0.52812,5e-04,1001000,"kayangel.txt",1
21,21,0.14286,0.13589,1,0,1001000,"kayangel.txt",1
23,20,0.1,0.46667,0.00062,3e-05,1001000,"kayangel.txt",1
24,17,0.29412,0.25847,1,0,1001000,"kayangel.txt",1
25,20,0.1,0.32821,0.00796,9e-05,1001000,"kayangel.txt",1
29,16,0.0625,0.0625,1,0,1001000,"kayangel.txt",1
31,20,0,0.38462,2e-05,1e-05,1001000,"kayangel.txt",0.05198
32,19,0.26316,0.23471,1,0,1001000,"kayangel.txt",1
35,17,0.17647,0.45098,0.01984,0.00014,1001000,"kayangel.txt",1
37,20,0,0.38462,1e-05,0,1001000,"kayangel.txt",0.02613
38,21,0.2381,0.21487,1,0,1001000,"kayangel.txt",1
39,20,0.05,0.05,1,0,1001000,"kayangel.txt",1
40,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
42,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
44,21,0.14286,0.21487,0.23456,0.00041,1001000,"kayangel.txt",1
45,21,0,0.17654,0.00193,4e-05,1001000,"kayangel.txt",1
46,20,0.15,0.22436,0.24597,0.00043,1001000,"kayangel.txt",1
47,18,0,0.28571,0.00042,2e-05,1001000,"kayangel.txt",1
50,21,0,0.37166,1e-05,0,1001000,"kayangel.txt",0.02613
51,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
54,20,0,0.38462,1e-05,0,1001000,"kayangel.txt",0.02613
56,20,0.05,0.05,1,0,1001000,"kayangel.txt",1
58,19,0,0.39829,2e-05,0,1001000,"kayangel.txt",0.05198
61,20,0,0.38462,1e-05,0,1001000,"kayangel.txt",0.02613
62,21,0,0.41812,0,0,1001000,"kayangel.txt",0
63,21,0.28571,0.31591,1,0,1001000,"kayangel.txt",1
64,21,0.09524,0.09292,1,0,1001000,"kayangel.txt",1
67,21,0,0.41812,0,0,1001000,"kayangel.txt",0
68,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
72,20,0,0.38462,3e-05,1e-05,1001000,"kayangel.txt",0.07773
74,20,0.3,0.26154,1,0,1001000,"kayangel.txt",1
75,20,0.3,0.49231,0.15463,0.00035,1001000,"kayangel.txt",1
79,19,0,0.10242,0.02732,0.00016,1001000,"kayangel.txt",1
80,21,0.28571,0.45528,0.13727,0.00032,1001000,"kayangel.txt",1
83,20,0.15,0.14231,1,0,1001000,"kayangel.txt",1
84,21,0,0.41812,0,0,1001000,"kayangel.txt",0
85,16,0,0.31452,0.00061,2e-05,1001000,"kayangel.txt",1
86,18,0.22222,0.48889,0.03999,0.00019,1001000,"kayangel.txt",1
87,14,0.21429,0.45238,0.07213,0.00024,1001000,"kayangel.txt",1
88,19,0,0.34139,1e-04,1e-05,1001000,"kayangel.txt",0.2582
92,21,0.04762,0.21487,0.00953,1e-04,1001000,"kayangel.txt",1
93,21,0,0.41812,1e-05,0,1001000,"kayangel.txt",0.02613
96,19,0,0.10242,0.02719,0.00017,1001000,"kayangel.txt",1
97,9,0.11111,0.29412,0.1756,0.00037,1001000,"kayangel.txt",1
98,18,0.27778,0.5127,0.06972,0.00025,1001000,"kayangel.txt",1
100,16,0,0.22581,0.00334,6e-05,1001000,"kayangel.txt",1
105,15,0.13333,0.49655,0.0061,8e-05,1001000,"kayangel.txt",1
107,21,0,0.09292,0.02434,0.00016,1001000,"kayangel.txt",1
108,20,0.35,0.29615,1,0,1001000,"kayangel.txt",1
109,20,0,0.38462,2e-05,0,1001000,"kayangel.txt",0.05198
110,19,0.36842,0.50782,0.35273,0.00048,1001000,"kayangel.txt",1
116,13,0.07692,0.07692,1,0,1001000,"kayangel.txt",1
118,20,0.4,0.49231,0.63949,0.00049,1001000,"kayangel.txt",1
119,21,0.71429,0.47038,0.02007,0.00015,1001000,"kayangel.txt",1
122,21,0,0.41812,0,0,1001000,"kayangel.txt",0
124,20,0.05,0.35769,0.00059,2e-05,1001000,"kayangel.txt",1
127,21,0.14286,0.47038,0.00196,4e-05,1001000,"kayangel.txt",1
129,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
130,20,0.05,0.05,1,0,1001000,"kayangel.txt",1
131,18,0.11111,0.45714,0.00201,4e-05,1001000,"kayangel.txt",1
132,13,0.15385,0.14769,1,0,1001000,"kayangel.txt",1
133,20,0.35,0.29615,1,0,1001000,"kayangel.txt",1
135,20,0.4,0.43077,1,0,1001000,"kayangel.txt",1
137,19,0.15789,0.14936,1,0,1001000,"kayangel.txt",1
140,19,0,0.34139,9e-05,1e-05,1001000,"kayangel.txt",0.23247
141,19,0.05263,0.14936,0.08081,0.00027,1001000,"kayangel.txt",1
142,21,0.28571,0.50174,0.07398,0.00027,1001000,"kayangel.txt",1
144,20,0,0.43077,2e-05,0,1001000,"kayangel.txt",0.05198
147,21,0.09524,0.17654,0.14396,0.00034,1001000,"kayangel.txt",1
149,20,0.3,0.43077,0.28034,0.00046,1001000,"kayangel.txt",1
150,20,0.05,0.05,1,0,1001000,"kayangel.txt",1
154,21,0.09524,0.17654,0.14375,0.00035,1001000,"kayangel.txt",1
155,20,0.05,0.05,1,0,1001000,"kayangel.txt",1
156,13,0.38462,0.47077,0.57807,5e-04,1001000,"kayangel.txt",1
158,18,0.05556,0.05556,1,0,1001000,"kayangel.txt",1
159,19,0.10526,0.34139,0.00992,1e-04,1001000,"kayangel.txt",1
165,19,0,0.10242,0.02699,0.00017,1001000,"kayangel.txt",1
166,21,0.28571,0.37166,0.53911,0.00051,1001000,"kayangel.txt",1
168,16,0,0.3871,0.00022,1e-05,1001000,"kayangel.txt",0.56606
170,21,0,0.41812,1e-05,0,1001000,"kayangel.txt",0.02613
171,20,0,0.38462,1e-05,0,1001000,"kayangel.txt",0.02613
175,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
177,21,0,0.48316,0,0,1001000,"kayangel.txt",0
178,20,0,0.09744,0.02541,0.00016,1001000,"kayangel.txt",1
179,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
182,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
185,18,0,0.10794,0.02853,0.00016,1001000,"kayangel.txt",1
188,21,0.14286,0.21487,0.23426,0.00041,1001000,"kayangel.txt",1
190,21,0,0.09292,0.02424,0.00016,1001000,"kayangel.txt",1
191,21,0,0.37166,2e-05,1e-05,1001000,"kayangel.txt",0.05198
194,20,0,0.09744,0.02524,0.00015,1001000,"kayangel.txt",1
196,21,0.04762,0.39605,0.00019,1e-05,1001000,"kayangel.txt",0.48925
199,21,0.04762,0.34495,0.00043,2e-05,1001000,"kayangel.txt",1
201,11,0.18182,0.41558,0.10816,0.00031,1001000,"kayangel.txt",1
203,20,0.05,0.14231,0.07666,0.00027,1001000,"kayangel.txt",1
205,21,0.09524,0.09292,1,0,1001000,"kayangel.txt",1
210,20,0.2,0.18462,1,0,1001000,"kayangel.txt",1
211,20,0,0.38462,1e-05,0,1001000,"kayangel.txt",0.02613
212,21,0,0.09292,0.02449,0.00015,1001000,"kayangel.txt",1
213,21,0.09524,0.09292,1,0,1001000,"kayangel.txt",1
215,20,0,0.38462,2e-05,0,1001000,"kayangel.txt",0.05198
216,20,0.3,0.26154,1,0,1001000,"kayangel.txt",1
218,20,0.05,0.14231,0.07728,0.00026,1001000,"kayangel.txt",1
220,21,0.14286,0.34495,0.01974,0.00014,1001000,"kayangel.txt",1
222,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
224,21,0.14286,0.47038,0.00203,4e-05,1001000,"kayangel.txt",1
226,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
229,21,0.33333,0.50755,0.18448,4e-04,1001000,"kayangel.txt",1
232,21,0.2381,0.47038,0.04814,0.00022,1001000,"kayangel.txt",1
238,21,0.04762,0.39605,0.00019,1e-05,1001000,"kayangel.txt",0.48925
243,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
245,10,0,0.44211,0.00318,5e-05,1001000,"kayangel.txt",1
251,21,0.19048,0.17654,1,0,1001000,"kayangel.txt",1
252,21,0,0.41812,1e-05,0,1001000,"kayangel.txt",0.02613
253,19,0.05263,0.05263,1,0,1001000,"kayangel.txt",1
255,21,0,0.09292,0.02443,0.00016,1001000,"kayangel.txt",1
258,21,0.04762,0.39605,0.00016,1e-05,1001000,"kayangel.txt",0.41248
260,21,0.04762,0.04762,1,0,1001000,"kayangel.txt",1
263,19,0.10526,0.19346,0.16029,0.00036,1001000,"kayangel.txt",1
266,21,0,0.41812,0,0,1001000,"kayangel.txt",0
268,20,0.1,0.32821,0.0084,9e-05,1001000,"kayangel.txt",1
272,20,0.25,0.22436,1,0,1001000,"kayangel.txt",1
273,19,0.26316,0.49075,0.06022,0.00024,1001000,"kayangel.txt",1
275,20,0.05,0.05,1,0,1001000,"kayangel.txt",1
276,19,0,0.10242,0.02687,0.00017,1001000,"kayangel.txt",1
277,20,0.15,0.29615,0.06883,0.00025,1001000,"kayangel.txt",1
278,20,0,0.50769,0,0,1001000,"kayangel.txt",0
282,21,0,0.09292,0.02432,0.00016,1001000,"kayangel.txt",1
2,20,0.4,0.32821,0.54821,0.00051,1001000,"late_island.txt",1
3,21,0.09524,0.17654,0.14357,0.00038,1001000,"late_island.txt",1
5,21,0.42857,0.50755,0.66095,0.00049,1001000,"late_island.txt",1
7,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
8,20,0.1,0.09744,1,0,1001000,"late_island.txt",1
9,21,0.42857,0.50755,0.66089,0.00047,1001000,"late_island.txt",1
10,19,0.42105,0.50071,0.64307,0.00047,1001000,"late_island.txt",1
11,20,0.3,0.32821,1,0,1001000,"late_island.txt",1
14,21,0.28571,0.25087,1,0,1001000,"late_island.txt",1
17,21,0.19048,0.17654,1,0,1001000,"late_island.txt",1
18,17,0.70588,0.49911,0.13605,0.00034,1001000,"late_island.txt",1
21,21,0.19048,0.31591,0.11668,0.00032,1001000,"late_island.txt",1
22,21,0.19048,0.31591,0.11783,0.00033,1001000,"late_island.txt",1
24,6,0.16667,0.40909,0.27263,0.00046,1001000,"late_island.txt",1
25,20,0.15,0.14231,1,0,1001000,"late_island.txt",1
30,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
32,18,0.16667,0.24603,0.27219,0.00045,1001000,"late_island.txt",1
33,20,0.45,0.45,1,0,1001000,"late_island.txt",1
35,17,0.47059,0.37077,0.52031,0.00053,1001000,"late_island.txt",1
38,21,0.28571,0.37166,0.54011,0.00049,1001000,"late_island.txt",1
39,20,0.1,0.09744,1,0,1001000,"late_island.txt",1
41,13,0,0.14769,0.04016,2e-04,1001000,"late_island.txt",1
42,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
44,21,0.14286,0.13589,1,0,1001000,"late_island.txt",1
46,21,0.28571,0.41812,0.27296,0.00046,1001000,"late_island.txt",1
48,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
50,21,0.38095,0.45528,0.62405,0.00048,1001000,"late_island.txt",1
51,20,0.05,0.05,1,0,1001000,"late_island.txt",1
52,21,0.2381,0.28455,0.44666,5e-04,1001000,"late_island.txt",1
53,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
54,21,0.2381,0.43786,0.05052,0.00022,1001000,"late_island.txt",1
55,21,0.09524,0.09292,1,0,1001000,"late_island.txt",1
59,21,0.57143,0.45528,0.34237,0.00047,1001000,"late_island.txt",1
61,21,0.47619,0.51103,1,0,1001000,"late_island.txt",1
62,21,0.19048,0.25087,0.33785,0.00047,1001000,"late_island.txt",1
63,21,0.57143,0.45528,0.34261,0.00049,1001000,"late_island.txt",1
64,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
66,21,0.2381,0.21487,1,0,1001000,"late_island.txt",1
67,21,0,0.09292,0.02434,0.00015,1001000,"late_island.txt",1
68,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
74,21,0.42857,0.34495,0.5324,5e-04,1001000,"late_island.txt",1
75,20,0.5,0.51282,1,0,1001000,"late_island.txt",1
76,21,0.14286,0.47038,0.00208,4e-05,1001000,"late_island.txt",1
77,21,0.04762,0.28455,0.00158,4e-05,1001000,"late_island.txt",1
78,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
80,20,0.35,0.48077,0.34057,0.00049,1001000,"late_island.txt",1
81,21,0,0.17654,0.00186,4e-05,1001000,"late_island.txt",1
82,20,0.05,0.05,1,0,1001000,"late_island.txt",1
83,19,0.05263,0.05263,1,0,1001000,"late_island.txt",1
84,21,0.09524,0.17654,0.14467,0.00035,1001000,"late_island.txt",1
85,18,0.05556,0.15714,0.08599,0.00029,1001000,"late_island.txt",1
86,19,0.47368,0.50782,1,0,1001000,"late_island.txt",1
87,9,0.22222,0.20915,1,0,1001000,"late_island.txt",1
90,21,0.38095,0.50174,0.37646,0.00046,1001000,"late_island.txt",1
92,21,0.14286,0.21487,0.23386,0.00042,1001000,"late_island.txt",1
93,21,0.28571,0.31591,1,0,1001000,"late_island.txt",1
98,16,0.25,0.48387,0.10196,0.00029,1001000,"late_island.txt",1
102,14,0.35714,0.49471,0.5697,0.00049,1001000,"late_island.txt",1
104,21,0.14286,0.21487,0.23428,0.00043,1001000,"late_island.txt",1
105,19,0.42105,0.44381,1,0,1001000,"late_island.txt",1
107,15,0,0.51494,6e-05,1e-05,1001000,"late_island.txt",0.15522
108,21,0.71429,0.50755,0.08382,0.00028,1001000,"late_island.txt",1
110,21,0.2381,0.21487,1,0,1001000,"late_island.txt",1
111,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
114,21,0.14286,0.13589,1,0,1001000,"late_island.txt",1
118,20,0.1,0.09744,1,0,1001000,"late_island.txt",1
119,21,0.09524,0.09292,1,0,1001000,"late_island.txt",1
122,21,0.57143,0.51103,0.67465,0.00047,1001000,"late_island.txt",1
125,21,0.04762,0.13589,0.0738,0.00026,1001000,"late_island.txt",1
127,21,0.19048,0.31591,0.11688,0.00034,1001000,"late_island.txt",1
131,17,0.11765,0.11408,1,0,1001000,"late_island.txt",1
132,14,0.21429,0.49471,0.08126,0.00028,1001000,"late_island.txt",1
133,21,0.33333,0.28455,1,0,1001000,"late_island.txt",1
134,5,0,0.35556,0.11088,3e-04,1001000,"late_island.txt",1
135,21,0.47619,0.50174,1,0,1001000,"late_island.txt",1
141,21,0.28571,0.37166,0.5394,5e-04,1001000,"late_island.txt",1
143,21,0.28571,0.41812,0.27312,0.00044,1001000,"late_island.txt",1
145,21,0.09524,0.17654,0.14393,0.00035,1001000,"late_island.txt",1
146,20,0.2,0.18462,1,0,1001000,"late_island.txt",1
147,21,0.28571,0.31591,1,0,1001000,"late_island.txt",1
149,20,0.25,0.45,0.11383,0.00031,1001000,"late_island.txt",1
150,21,0,0.09292,0.0244,0.00015,1001000,"late_island.txt",1
151,20,0.4,0.43077,1,0,1001000,"late_island.txt",1
154,21,0,0.17654,0.00183,4e-05,1001000,"late_island.txt",1
156,11,0.45455,0.50649,1,0,1001000,"late_island.txt",1
158,16,0.1875,0.27218,0.30615,0.00045,1001000,"late_island.txt",1
159,21,0.42857,0.47038,1,0,1001000,"late_island.txt",1
162,21,0.19048,0.31591,0.11671,0.00032,1001000,"late_island.txt",1
164,21,0.04762,0.13589,0.07349,0.00026,1001000,"late_island.txt",1
166,21,0.71429,0.47038,0.01995,0.00014,1001000,"late_island.txt",1
169,20,0.1,0.09744,1,0,1001000,"late_island.txt",1
170,21,0.38095,0.41812,1,0,1001000,"late_island.txt",1
171,21,0.38095,0.41812,1,0,1001000,"late_island.txt",1
172,19,0.05263,0.14936,0.0807,0.00029,1001000,"late_island.txt",1
175,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
177,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
178,21,0,0.09292,0.02476,0.00016,1001000,"late_island.txt",1
179,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
180,21,0.19048,0.17654,1,0,1001000,"late_island.txt",1
181,21,0.38095,0.37166,1,0,1001000,"late_island.txt",1
182,21,0.09524,0.09292,1,0,1001000,"late_island.txt",1
184,21,0.61905,0.5122,0.40263,0.00047,1001000,"late_island.txt",1
185,18,0,0.20317,0.00256,5e-05,1001000,"late_island.txt",1
187,19,0.26316,0.23471,1,0,1001000,"late_island.txt",1
188,21,0.38095,0.37166,1,0,1001000,"late_island.txt",1
190,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
192,19,0.10526,0.10242,1,0,1001000,"late_island.txt",1
196,21,0.52381,0.47038,0.66426,0.00049,1001000,"late_island.txt",1
197,20,0.25,0.29615,0.46841,5e-04,1001000,"late_island.txt",1
199,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
202,21,0.61905,0.49361,0.36728,0.00049,1001000,"late_island.txt",1
203,20,0.05,0.05,1,0,1001000,"late_island.txt",1
209,21,0.19048,0.31591,0.11795,0.00033,1001000,"late_island.txt",1
210,21,0.19048,0.17654,1,0,1001000,"late_island.txt",1
215,21,0.33333,0.39605,0.57802,5e-04,1001000,"late_island.txt",1
216,20,0.05,0.05,1,0,1001000,"late_island.txt",1
218,20,0.1,0.09744,1,0,1001000,"late_island.txt",1
220,21,0.47619,0.48316,1,0,1001000,"late_island.txt",1
222,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
224,21,0.33333,0.28455,1,0,1001000,"late_island.txt",1
226,20,0.1,0.09744,1,0,1001000,"late_island.txt",1
228,20,0.25,0.29615,0.46724,5e-04,1001000,"late_island.txt",1
229,21,0.09524,0.09292,1,0,1001000,"late_island.txt",1
230,21,0.19048,0.17654,1,0,1001000,"late_island.txt",1
232,20,0.35,0.50128,0.20344,4e-04,1001000,"late_island.txt",1
235,20,0.15,0.51154,0.00191,4e-05,1001000,"late_island.txt",1
238,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
240,21,0.2381,0.34495,0.19534,0.00038,1001000,"late_island.txt",1
241,21,0.52381,0.43786,0.60998,0.00049,1001000,"late_island.txt",1
243,21,0,0.17654,0.00189,4e-05,1001000,"late_island.txt",1
245,7,0.14286,0.14286,1,0,1001000,"late_island.txt",1
246,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
248,21,0.2381,0.21487,1,0,1001000,"late_island.txt",1
249,21,0.33333,0.39605,0.57752,0.00048,1001000,"late_island.txt",1
250,20,0.25,0.35769,0.2138,0.00041,1001000,"late_island.txt",1
251,20,0.3,0.49231,0.15518,0.00038,1001000,"late_island.txt",1
252,21,0.09524,0.25087,0.02751,0.00016,1001000,"late_island.txt",1
253,21,0.28571,0.41812,0.27388,0.00047,1001000,"late_island.txt",1
255,21,0,0.09292,0.02487,0.00015,1001000,"late_island.txt",1
258,21,0.04762,0.13589,0.07251,0.00025,1001000,"late_island.txt",1
259,21,0,0.09292,0.0242,0.00016,1001000,"late_island.txt",1
261,21,0,0.09292,0.02486,0.00016,1001000,"late_island.txt",1
263,12,0.25,0.3442,0.40471,5e-04,1001000,"late_island.txt",1
264,16,0.0625,0.0625,1,0,1001000,"late_island.txt",1
266,21,0.2381,0.28455,0.44845,0.00049,1001000,"late_island.txt",1
267,20,0.3,0.32821,1,0,1001000,"late_island.txt",1
268,20,0.5,0.43077,0.61787,0.00047,1001000,"late_island.txt",1
269,21,0.42857,0.50755,0.66094,0.00049,1001000,"late_island.txt",1
270,21,0.14286,0.47038,0.00211,5e-05,1001000,"late_island.txt",1
271,20,0.4,0.43077,1,0,1001000,"late_island.txt",1
272,21,0.2381,0.50755,0.02493,0.00016,1001000,"late_island.txt",1
273,20,0.15,0.14231,1,0,1001000,"late_island.txt",1
274,21,0.42857,0.34495,0.53219,0.00049,1001000,"late_island.txt",1
275,19,0.26316,0.23471,1,0,1001000,"late_island.txt",1
276,18,0.05556,0.05556,1,0,1001000,"late_island.txt",1
277,21,0.52381,0.47038,0.66444,0.00047,1001000,"late_island.txt",1
278,15,0,0.23908,0.00387,7e-05,1001000,"late_island.txt",1
282,21,0.04762,0.04762,1,0,1001000,"late_island.txt",1
1,6,0,0.30303,0.09153,0.00028,1001000,"mainland.txt",1
2,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
4,6,0.16667,0.40909,0.27219,0.00046,1001000,"mainland.txt",1
6,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
7,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
8,6,0.16667,0.40909,0.2739,0.00045,1001000,"mainland.txt",1
9,6,0.16667,0.40909,0.27325,0.00044,1001000,"mainland.txt",1
10,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
12,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
13,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
14,6,0.66667,0.54545,1,0,1001000,"mainland.txt",1
15,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
16,6,0.5,0.5303,1,0,1001000,"mainland.txt",1
19,6,0.16667,0.5303,0.15115,0.00035,1001000,"mainland.txt",1
21,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
23,6,0.16667,0.40909,0.27199,0.00045,1001000,"mainland.txt",1
24,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
25,6,0,0.48485,0.03037,0.00017,1001000,"mainland.txt",1
26,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
27,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
29,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
30,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
31,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
34,6,0.16667,0.5303,0.15032,0.00038,1001000,"mainland.txt",1
35,6,0.33333,0.54545,0.48033,5e-04,1001000,"mainland.txt",1
36,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
37,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
38,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
39,6,0.33333,0.54545,0.4797,5e-04,1001000,"mainland.txt",1
40,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
42,6,0.16667,0.40909,0.27215,0.00045,1001000,"mainland.txt",1
43,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
44,6,0.16667,0.40909,0.27297,0.00044,1001000,"mainland.txt",1
45,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
47,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
48,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
51,6,0.16667,0.40909,0.27213,0.00043,1001000,"mainland.txt",1
53,6,0.16667,0.40909,0.2731,0.00045,1001000,"mainland.txt",1
55,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
56,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
57,6,0,0.48485,0.03073,0.00017,1001000,"mainland.txt",1
58,6,0.16667,0.40909,0.2727,0.00046,1001000,"mainland.txt",1
60,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
63,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
64,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
65,6,0.16667,0.5303,0.15235,0.00035,1001000,"mainland.txt",1
66,6,0,0.48485,0.03067,0.00017,1001000,"mainland.txt",1
68,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
69,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
71,6,0.16667,0.40909,0.27262,0.00046,1001000,"mainland.txt",1
72,6,0.16667,0.40909,0.27318,0.00044,1001000,"mainland.txt",1
73,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
74,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
75,6,0.16667,0.40909,0.27295,0.00045,1001000,"mainland.txt",1
77,6,0.66667,0.54545,1,0,1001000,"mainland.txt",1
78,6,0.16667,0.40909,0.27184,0.00046,1001000,"mainland.txt",1
79,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
80,6,0.16667,0.5303,0.15149,0.00035,1001000,"mainland.txt",1
82,6,0.16667,0.40909,0.27328,0.00045,1001000,"mainland.txt",1
83,6,0.33333,0.54545,0.48114,0.00051,1001000,"mainland.txt",1
85,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
86,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
87,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
88,6,0.33333,0.54545,0.48134,5e-04,1001000,"mainland.txt",1
89,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
91,6,0.16667,0.40909,0.27375,0.00045,1001000,"mainland.txt",1
92,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
94,6,0.66667,0.48485,1,0,1001000,"mainland.txt",1
95,6,0,0.30303,0.09144,0.00029,1001000,"mainland.txt",1
96,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
97,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
99,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
100,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
101,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
103,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
105,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
106,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
109,6,0,0.48485,0.03006,0.00017,1001000,"mainland.txt",1
110,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
111,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
